,File_Name,Label
46,0b6f8543-c5e3-414c-a4f3-020e56e8ec60_2,1.0
47,0dfa1560-9b26-4474-a9d9-d96c05424fbc_0,1.0
48,0dfa1560-9b26-4474-a9d9-d96c05424fbc_1,1.0
49,0f48e572-df90-4dd5-a30c-6a79f96cc50d_0,1.0
50,105d18a9-f281-4e4c-bb7d-1ad9885696c9_0,1.0
51,10aed3ae-9ec1-4041-bac6-90b1d4634aee_0,1.0
52,10aed3ae-9ec1-4041-bac6-90b1d4634aee_1,1.0
53,10aed3ae-9ec1-4041-bac6-90b1d4634aee_2,1.0
54,11c1e2d8-52e2-4e32-8ab8-b858268e0ca9_0,1.0
55,11c1e2d8-52e2-4e32-8ab8-b858268e0ca9_1,1.0
56,11c1e2d8-52e2-4e32-8ab8-b858268e0ca9_2,1.0
57,1357788c-fd94-45ff-b31d-da0cda859731_0,1.0
58,1357788c-fd94-45ff-b31d-da0cda859731_1,1.0
59,1357788c-fd94-45ff-b31d-da0cda859731_2,1.0
60,136d62c4-8b6f-4227-809f-1cdfcf7a767b_0,1.0
61,13bbc1cd-358b-4e90-9a35-31428809eb2a_0,1.0
62,13be4c55-d212-4c7e-ab8d-04bf51b30b11_0,1.0
63,13be4c55-d212-4c7e-ab8d-04bf51b30b11_1,1.0
64,13be4c55-d212-4c7e-ab8d-04bf51b30b11_2,1.0
65,13cc16ff-2b44-4740-b7f4-e80cf7404d30_0,1.0
66,13cc16ff-2b44-4740-b7f4-e80cf7404d30_1,1.0
67,14a3c119-bee8-435a-9193-d2ce7cb84a03_0,1.0
68,14a3c119-bee8-435a-9193-d2ce7cb84a03_1,1.0
69,14a3c119-bee8-435a-9193-d2ce7cb84a03_2,1.0
70,1510dd92-a632-48ad-b5e7-1853a9e8e61d_0,1.0
71,1510dd92-a632-48ad-b5e7-1853a9e8e61d_1,1.0
72,182246b0-9f77-4c40-976e-3c9342619819_0,1.0
73,182246b0-9f77-4c40-976e-3c9342619819_1,1.0
74,182246b0-9f77-4c40-976e-3c9342619819_2,1.0
75,182246b0-9f77-4c40-976e-3c9342619819_3,1.0
76,18722fbe-d240-457a-a0fc-2d9d09bfbcc8_0,1.0
77,18722fbe-d240-457a-a0fc-2d9d09bfbcc8_1,1.0
78,18722fbe-d240-457a-a0fc-2d9d09bfbcc8_2,1.0
79,18722fbe-d240-457a-a0fc-2d9d09bfbcc8_3,1.0
80,191dca0e-7951-4aa3-9764-2761bd511955_0,1.0
81,191dca0e-7951-4aa3-9764-2761bd511955_1,1.0
82,198c88cb-8f41-4a79-9c4b-be606361e80b_0,1.0
83,198c88cb-8f41-4a79-9c4b-be606361e80b_1,1.0
84,1a324acb-12f7-4eef-8e8c-0c71a47280e2_0,1.0
85,1a324acb-12f7-4eef-8e8c-0c71a47280e2_1,1.0
86,1a7b91c0-c8c4-4f99-9be9-9dc879976f0b_0,1.0
87,1a7b91c0-c8c4-4f99-9be9-9dc879976f0b_1,1.0
88,1af7b784-13d3-41b4-8f21-89c417b96256_0,1.0
89,1b1f2c9b-7cfa-4eb5-837d-36ae3d647c92_0,1.0
90,1b1f2c9b-7cfa-4eb5-837d-36ae3d647c92_1,1.0
91,1c21cb68-6ea8-4aa1-af22-2e64007554d7_0,1.0
92,1c21cb68-6ea8-4aa1-af22-2e64007554d7_1,1.0
93,1c21cb68-6ea8-4aa1-af22-2e64007554d7_2,1.0
94,1c7f79d6-70bb-4558-b5a9-0c94c9418610_0,1.0
95,1c7f79d6-70bb-4558-b5a9-0c94c9418610_1,1.0
96,1c8853d4-5a0b-425e-b211-d20b2d16e35d_0,1.0
97,1c8853d4-5a0b-425e-b211-d20b2d16e35d_1,1.0
98,1d120109-bee0-4597-8fc6-c8eaf97cab5c_0,1.0
99,1d120109-bee0-4597-8fc6-c8eaf97cab5c_1,1.0
100,1de44182-c6f6-4059-bb54-1e8552999e03_0,1.0
101,1de44182-c6f6-4059-bb54-1e8552999e03_1,1.0
102,1de44182-c6f6-4059-bb54-1e8552999e03_2,1.0
103,1de44182-c6f6-4059-bb54-1e8552999e03_3,1.0
104,1e3025cb-d921-485b-a08c-c2966fc4f730_0,1.0
105,1e3025cb-d921-485b-a08c-c2966fc4f730_2,1.0
106,20638b85-0ab9-45cc-b257-9ce9986946de_0,1.0
107,20638b85-0ab9-45cc-b257-9ce9986946de_1,1.0
108,20638b85-0ab9-45cc-b257-9ce9986946de_2,1.0
109,213aff15-681f-4f36-a001-07dd623161d3_0,1.0
110,213aff15-681f-4f36-a001-07dd623161d3_1,1.0
111,213aff15-681f-4f36-a001-07dd623161d3_2,1.0
112,213aff15-681f-4f36-a001-07dd623161d3_3,1.0
113,21c16c1c-46fc-4b80-b941-65d7c6e87555_0,1.0
114,21c16c1c-46fc-4b80-b941-65d7c6e87555_1,1.0
115,21c16c1c-46fc-4b80-b941-65d7c6e87555_2,1.0
116,21c16c1c-46fc-4b80-b941-65d7c6e87555_3,1.0
117,21c16c1c-46fc-4b80-b941-65d7c6e87555_4,1.0
118,21c16c1c-46fc-4b80-b941-65d7c6e87555_5,1.0
119,224ee66d-7c74-474d-8123-360b75ed739c_0,1.0
120,224ee66d-7c74-474d-8123-360b75ed739c_1,1.0
121,2295a6f8-08d5-467f-8534-8329c9083f28_0,1.0
122,2295a6f8-08d5-467f-8534-8329c9083f28_1,1.0
123,2295a6f8-08d5-467f-8534-8329c9083f28_2,1.0
124,22975528-762e-4bd7-9f73-a3da0b485cb4_0,1.0
125,22975528-762e-4bd7-9f73-a3da0b485cb4_1,1.0
126,22975528-762e-4bd7-9f73-a3da0b485cb4_2,1.0
127,230c05bf-5569-482f-b59d-bfeb07b61e88_0,1.0
128,230c05bf-5569-482f-b59d-bfeb07b61e88_1,1.0
129,230c05bf-5569-482f-b59d-bfeb07b61e88_2,1.0
130,230c05bf-5569-482f-b59d-bfeb07b61e88_3,1.0
131,230c05bf-5569-482f-b59d-bfeb07b61e88_4,1.0
132,244d35b5-565c-4a3b-a1bd-baa8f899f9d2_0,1.0
133,2455598e-8a2c-457a-846c-1af4993e582f_0,1.0
134,2455598e-8a2c-457a-846c-1af4993e582f_1,1.0
135,255387fa-5934-4b9b-8c6d-9de47c3841b0_0,1.0
136,255387fa-5934-4b9b-8c6d-9de47c3841b0_1,1.0
137,255387fa-5934-4b9b-8c6d-9de47c3841b0_2,1.0
138,255387fa-5934-4b9b-8c6d-9de47c3841b0_3,1.0
139,2830e2c6-92b6-4e2c-acb0-763e0ff6d0a7_0,1.0
140,28b30c43-8b77-436a-a181-9b36ec9f0553_0,1.0
141,28b30c43-8b77-436a-a181-9b36ec9f0553_1,1.0
142,28b30c43-8b77-436a-a181-9b36ec9f0553_2,1.0
143,28cb1fbb-ff5a-4ab6-b676-0d3d0e8c9235_0,1.0
144,28cb1fbb-ff5a-4ab6-b676-0d3d0e8c9235_1,1.0
145,28d4e487-0d9d-4911-951d-5de7fcb5c986_0,1.0
146,28d4e487-0d9d-4911-951d-5de7fcb5c986_1,1.0
147,28d4e487-0d9d-4911-951d-5de7fcb5c986_2,1.0
148,28de837b-8dbf-43a8-a90f-04e644a04933_0,1.0
149,28de837b-8dbf-43a8-a90f-04e644a04933_1,1.0
150,2a49aa4e-4627-4dc6-aab1-1ed4152e73fd_0,1.0
151,2aa8f538-07ca-41f3-b20a-8d9e5ef24cfe_0,1.0
152,2aa8f538-07ca-41f3-b20a-8d9e5ef24cfe_1,1.0
153,2af862d9-7cac-4270-97de-ae4b4c293d07_0,1.0
154,2af862d9-7cac-4270-97de-ae4b4c293d07_1,1.0
155,2b1bb7d6-5ebd-4511-878d-002dd69f0d1a_0,1.0
156,2b1bb7d6-5ebd-4511-878d-002dd69f0d1a_1,1.0
157,2bcc1031-937f-46b2-af1d-fd593a0b5d39_0,1.0
158,2bcc1031-937f-46b2-af1d-fd593a0b5d39_1,1.0
159,2bcc1031-937f-46b2-af1d-fd593a0b5d39_2,1.0
160,2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba_0,1.0
161,2de3fb8f-20a6-4fa5-8428-11cad3338d37_0,1.0
162,2e349a58-b119-4b15-8b3f-5a5c6416bca4_0,1.0
163,2e349a58-b119-4b15-8b3f-5a5c6416bca4_1,1.0
164,2e349a58-b119-4b15-8b3f-5a5c6416bca4_2,1.0
165,2e41a2bd-6462-407d-8078-9f7b86a54f52_0,1.0
166,2e41a2bd-6462-407d-8078-9f7b86a54f52_1,1.0
167,2e41a2bd-6462-407d-8078-9f7b86a54f52_2,1.0
168,2e9f905a-697c-48db-883e-7e905873172f_0,1.0
169,2e9f905a-697c-48db-883e-7e905873172f_1,1.0
170,30a6ca1c-0b72-4ad2-9226-e9bb06add48d_0,1.0
171,30a6ca1c-0b72-4ad2-9226-e9bb06add48d_1,1.0
172,31b8dc8d-3fbd-4e0c-bbae-def12bc16ea2_0,1.0
173,3278e364-afdd-4c39-9126-b8b4a4caf1c5_0,1.0
174,3278e364-afdd-4c39-9126-b8b4a4caf1c5_1,1.0
175,332d696d-74bf-49ef-998a-764316780ee5_0,1.0
176,337cd5d6-ba5c-47d0-bc3f-15d4a75b747c_0,1.0
177,337cd5d6-ba5c-47d0-bc3f-15d4a75b747c_1,1.0
178,338f9eb0-d1eb-4448-b183-15d75afece8c_0,1.0
179,33d67255-2abf-4ed0-8779-7c2f9251462d_0,1.0
180,33d67255-2abf-4ed0-8779-7c2f9251462d_1,1.0
181,34a7b57b-6f7d-43f4-b210-0b21058f7afb_0,1.0
182,34bcd0cb-bbfb-4947-84c9-79a07c28a7c1_0,1.0
183,34bcd0cb-bbfb-4947-84c9-79a07c28a7c1_1,1.0
184,34bcd0cb-bbfb-4947-84c9-79a07c28a7c1_2,1.0
185,34e4c711-fd77-4f76-babf-76437885227e_0,1.0
186,34e4c711-fd77-4f76-babf-76437885227e_1,1.0
187,350e8396-e67e-491a-89dd-666702548d63_0,1.0
188,35150705-3dfd-4cd0-80f6-8f9b04870c3f_0,1.0
189,35244796-18c5-4825-ac49-90235ff885fc_0,1.0
190,35244796-18c5-4825-ac49-90235ff885fc_1,1.0
191,35647ec0-1566-4df0-ae5d-27b0357ece7c_0,1.0
192,35647ec0-1566-4df0-ae5d-27b0357ece7c_1,1.0
193,35647ec0-1566-4df0-ae5d-27b0357ece7c_2,1.0
194,35cc329c-22e9-4505-bf91-8d6ef3262db4_0,1.0
195,35cc329c-22e9-4505-bf91-8d6ef3262db4_1,1.0
196,365cee37-08dd-4f82-b92c-6e289534f833_0,1.0
197,365cee37-08dd-4f82-b92c-6e289534f833_1,1.0
198,36d918eb-8f0c-4ab2-a7de-7aa27f58800c_0,1.0
199,36d918eb-8f0c-4ab2-a7de-7aa27f58800c_1,1.0
200,36d918eb-8f0c-4ab2-a7de-7aa27f58800c_2,1.0
201,36d918eb-8f0c-4ab2-a7de-7aa27f58800c_3,1.0
202,372846d2-d0b1-435b-bd1c-2580506dc502_0,1.0
203,372846d2-d0b1-435b-bd1c-2580506dc502_1,1.0
204,376bc849-fcad-41ed-b28e-b4aa128eb1d9_0,1.0
205,376bc849-fcad-41ed-b28e-b4aa128eb1d9_1,1.0
206,376bc849-fcad-41ed-b28e-b4aa128eb1d9_2,1.0
207,376bc849-fcad-41ed-b28e-b4aa128eb1d9_3,1.0
208,38c23848-68c1-41a6-b8c8-5d0685dc0246_0,1.0
209,38c23848-68c1-41a6-b8c8-5d0685dc0246_1,1.0
210,38c23848-68c1-41a6-b8c8-5d0685dc0246_2,1.0
211,3951f2b6-88a3-4419-a191-774fb50b918f_0,1.0
212,3951f2b6-88a3-4419-a191-774fb50b918f_1,1.0
213,39fc7508-62ba-41f5-ba87-fbb328b61101_0,1.0
214,39fc7508-62ba-41f5-ba87-fbb328b61101_1,1.0
215,3a3b515b-fde5-4208-bb1c-c24de372c9e7_0,1.0
216,3a3b515b-fde5-4208-bb1c-c24de372c9e7_1,1.0
217,3b8a7440-02ad-4df4-99e2-7edb97c52c0a_0,1.0
218,3b8a7440-02ad-4df4-99e2-7edb97c52c0a_1,1.0
219,3b8a7440-02ad-4df4-99e2-7edb97c52c0a_2,1.0
220,3b8a7440-02ad-4df4-99e2-7edb97c52c0a_3,1.0
221,3bd63a44-a443-4a3f-a1ec-ffc2540f7ed0_0,1.0
222,3bd63a44-a443-4a3f-a1ec-ffc2540f7ed0_1,1.0
223,3c0efb34-6a14-4b8f-b759-b6e8f2a3c479_0,1.0
224,3c0efb34-6a14-4b8f-b759-b6e8f2a3c479_1,1.0
225,3c903e81-9634-4d62-90f0-f09b95f382f7_0,1.0
226,3da2ac89-e005-4515-a05f-1465958e489f_0,1.0
227,3da2ac89-e005-4515-a05f-1465958e489f_1,1.0
228,3df1981c-e380-40bd-ab27-4465eee42d27_0,1.0
229,3ecfa0a9-d972-4958-9e46-44dcf980601f_0,1.0
230,3ecfa0a9-d972-4958-9e46-44dcf980601f_1,1.0
231,3ecfa0a9-d972-4958-9e46-44dcf980601f_2,1.0
232,3f60d2a0-aed6-45d0-b0f7-81bcf743a4e7_0,1.0
233,3f9a82e6-93b5-4d80-b8ae-09d36929d437_0,1.0
234,3f9a82e6-93b5-4d80-b8ae-09d36929d437_1,1.0
235,40a32ab4-6354-44a2-86b4-0570e8d3747d_0,1.0
236,40a32ab4-6354-44a2-86b4-0570e8d3747d_1,1.0
237,40a32ab4-6354-44a2-86b4-0570e8d3747d_2,1.0
238,4122c8f7-07e5-4c74-8993-c17157bd6c1b_0,1.0
239,4122c8f7-07e5-4c74-8993-c17157bd6c1b_1,1.0
240,42ee475c-2a4b-48f0-b33e-9a5f57000770_0,1.0
241,42ee475c-2a4b-48f0-b33e-9a5f57000770_1,1.0
242,431c4a7e-06d9-4fed-9aca-2de718d66f29_0,1.0
243,431c4a7e-06d9-4fed-9aca-2de718d66f29_1,1.0
244,43d84d62-8837-479b-bcb6-30effd9ecbc3_0,1.0
245,44b5bf62-3ce0-491b-8251-2822b8b436a2_0,1.0
246,44b5bf62-3ce0-491b-8251-2822b8b436a2_1,1.0
247,44e9099f-aac3-4669-a80c-2ee40d65faef_0,1.0
248,45468c10-083b-4fea-9883-29a552edd30d_0,1.0
249,457cb363-1ac1-422c-a02c-03e99bce9c1f_0,1.0
250,459c949d-1074-4687-a911-e1b61753643c_0,1.0
251,46426fe2-df73-4109-81ec-e62b49d8b626_0,1.0
252,46426fe2-df73-4109-81ec-e62b49d8b626_1,1.0
253,46426fe2-df73-4109-81ec-e62b49d8b626_2,1.0
254,46426fe2-df73-4109-81ec-e62b49d8b626_3,1.0
255,46723cf9-49fd-404f-b62f-6ba97019d921_0,1.0
256,46723cf9-49fd-404f-b62f-6ba97019d921_1,1.0
257,46a06a18-2b08-49b1-8c22-40b5a23089ff_0,1.0
258,46a06a18-2b08-49b1-8c22-40b5a23089ff_1,1.0
259,46a06a18-2b08-49b1-8c22-40b5a23089ff_2,1.0
260,4735aed3-46f9-44c5-91f0-ca772c541fff_0,1.0
261,4735aed3-46f9-44c5-91f0-ca772c541fff_1,1.0
262,4735aed3-46f9-44c5-91f0-ca772c541fff_2,1.0
263,4735aed3-46f9-44c5-91f0-ca772c541fff_3,1.0
264,4735aed3-46f9-44c5-91f0-ca772c541fff_4,1.0
265,4735aed3-46f9-44c5-91f0-ca772c541fff_5,1.0
266,478adaaa-cc6a-487d-a842-a30af37aa4d0_0,1.0
267,478adaaa-cc6a-487d-a842-a30af37aa4d0_1,1.0
268,47b5e63d-17ff-4f39-a8d6-f1d711992913_0,1.0
269,4811b9fb-5369-478e-91ac-a6eb9a72005e_0,1.0
270,4811b9fb-5369-478e-91ac-a6eb9a72005e_1,1.0
271,48834369-72f5-4bbb-847c-5636af5a6882_0,1.0
272,48bcd9fe-f974-46cc-910a-1b0307eaa336_0,1.0
273,48d078a6-6e5c-4e34-a562-3bd57d7688d6_0,1.0
274,494f9956-42e9-4cbf-803a-796e3bff2844_0,1.0
275,494f9956-42e9-4cbf-803a-796e3bff2844_1,1.0
276,494f9956-42e9-4cbf-803a-796e3bff2844_2,1.0
277,4a19eff2-8302-4aa6-9164-ae5a9d2d824f_0,1.0
278,4b03a48f-c4d7-41c6-9567-678141df90e1_0,1.0
279,4b22dc75-caee-40a8-84da-d3bc8f4eca69_0,1.0
280,4c8dd69a-48be-4ebb-b18c-443e6fe7ec70_0,1.0
281,4c98548d-6e9e-4832-8b77-b7af79c9e987_0,1.0
282,4c98548d-6e9e-4832-8b77-b7af79c9e987_1,1.0
283,4ca22143-61f2-4f7a-a73e-6304d31a3871_0,1.0
284,4e63830d-679b-480c-a420-0540b0689c16_0,1.0
285,4e63830d-679b-480c-a420-0540b0689c16_1,1.0
286,4e63830d-679b-480c-a420-0540b0689c16_2,1.0
287,4e8a8b2b-3437-4358-a1fc-407c04c51a0d_0,1.0
288,4e8a8b2b-3437-4358-a1fc-407c04c51a0d_1,1.0
289,4f95a31d-9302-47bb-a0b6-cdd8b13c0aab_0,1.0
290,4f95a31d-9302-47bb-a0b6-cdd8b13c0aab_1,1.0
291,4f95a31d-9302-47bb-a0b6-cdd8b13c0aab_2,1.0
292,4fcf0262-b38d-438e-8253-c4f45d20071d_0,1.0
293,4fcf0262-b38d-438e-8253-c4f45d20071d_1,1.0
294,4fcf0262-b38d-438e-8253-c4f45d20071d_3,1.0
295,4ff8d59c-1714-4de5-bdd0-15e6f5bafb6b_0,1.0
296,4ff8d59c-1714-4de5-bdd0-15e6f5bafb6b_1,1.0
297,51a9ade4-721c-4a75-ab33-57e68f425a42_0,1.0
298,51a9ade4-721c-4a75-ab33-57e68f425a42_1,1.0
299,5322ecad-3152-4fab-8f66-8552c0ebd4c2_0,1.0
300,5322ecad-3152-4fab-8f66-8552c0ebd4c2_1,1.0
301,53d69964-ae7d-4ccc-a297-91a9b21c772e_0,1.0
302,53d69964-ae7d-4ccc-a297-91a9b21c772e_1,1.0
303,562c3783-d5ac-4d30-90c6-054fbc83dbff_0,1.0
304,563a6cd6-55b0-4895-af02-87de034ae948_0,1.0
305,563a6cd6-55b0-4895-af02-87de034ae948_1,1.0
306,56da1f04-fe81-4928-a1de-0f3b9d333c12_0,1.0
307,58a9d260-53d9-4ba6-b7d4-3e7357412426_0,1.0
308,5a5dccc2-ce4e-4c4e-ab49-a0dcf6f4a2d0_0,1.0
309,5a5dccc2-ce4e-4c4e-ab49-a0dcf6f4a2d0_1,1.0
310,5a62f40e-e685-46d5-bed0-9015bb8488c0_0,1.0
311,5a62f40e-e685-46d5-bed0-9015bb8488c0_1,1.0
312,5a62f40e-e685-46d5-bed0-9015bb8488c0_2,1.0
313,5ac60a58-ed8d-4b77-8338-fbefe993ad6e_0,1.0
314,5b3b1fd8-70c2-4b40-b759-e2cad6fe9a97_0,1.0
315,5b3b1fd8-70c2-4b40-b759-e2cad6fe9a97_1,1.0
316,5c434e8c-d6cc-4011-b4e8-013fc8183324_0,1.0
317,5c434e8c-d6cc-4011-b4e8-013fc8183324_1,1.0
318,5c434e8c-d6cc-4011-b4e8-013fc8183324_2,1.0
319,5c434e8c-d6cc-4011-b4e8-013fc8183324_3,1.0
320,5c7dd012-e466-4862-95ab-7e3fb545a291_0,1.0
321,5c7dd012-e466-4862-95ab-7e3fb545a291_1,1.0
322,5cca343b-e880-48df-bc1d-3cbf130debb8_0,1.0
323,5cca343b-e880-48df-bc1d-3cbf130debb8_1,1.0
324,5e5bbcfe-9901-4fd8-9be7-d51ea7251cbe_0,1.0
325,5e5bbcfe-9901-4fd8-9be7-d51ea7251cbe_1,1.0
326,5e5bbcfe-9901-4fd8-9be7-d51ea7251cbe_2,1.0
327,5e5bbcfe-9901-4fd8-9be7-d51ea7251cbe_3,1.0
328,5fdfbf5f-b4db-42ad-8971-275b616bcc72_0,1.0
329,5fdfbf5f-b4db-42ad-8971-275b616bcc72_1,1.0
330,6157e4c8-3da4-4811-9b4e-3a88c55f6401_0,1.0
331,616464a2-ee80-48e0-a96b-cd4464445162_0,1.0
332,616464a2-ee80-48e0-a96b-cd4464445162_1,1.0
333,616464a2-ee80-48e0-a96b-cd4464445162_2,1.0
334,618fc43a-4d9d-4dad-8b68-2714b584ccc4_0,1.0
335,618fc43a-4d9d-4dad-8b68-2714b584ccc4_1,1.0
336,62de2524-c400-459b-98a2-746e0ed84eb2_0,1.0
337,62de2524-c400-459b-98a2-746e0ed84eb2_1,1.0
338,636c468c-d6db-4a7d-8e0e-31c7f68baa49_0,1.0
339,636c468c-d6db-4a7d-8e0e-31c7f68baa49_1,1.0
340,636c468c-d6db-4a7d-8e0e-31c7f68baa49_2,1.0
341,636c468c-d6db-4a7d-8e0e-31c7f68baa49_3,1.0
342,63acc1aa-2087-4c46-b0a8-56d38a3b1b10_0,1.0
343,63acc1aa-2087-4c46-b0a8-56d38a3b1b10_1,1.0
344,63acc1aa-2087-4c46-b0a8-56d38a3b1b10_2,1.0
345,63acc1aa-2087-4c46-b0a8-56d38a3b1b10_3,1.0
346,641a25a8-413c-4a45-b74f-a46edc276724_0,1.0
347,64da4ad6-4280-49a1-bd37-e35efd7837c6_0,1.0
348,6647b629-2246-48c9-83ad-c3ad4795c891_0,1.0
349,66636b7b-3e0e-4613-9f1f-4ec16fb313c3_0,1.0
350,66636b7b-3e0e-4613-9f1f-4ec16fb313c3_1,1.0
351,66bd4211-2034-4cde-82ad-59aeff6e7eb8_0,1.0
352,66bd4211-2034-4cde-82ad-59aeff6e7eb8_1,1.0
353,66bd4211-2034-4cde-82ad-59aeff6e7eb8_2,1.0
354,695ad34d-f9e1-40c6-b430-fbf3fe6f2517_0,1.0
355,6990ad8f-0acd-44f1-86e5-adbb0bbfcab0_0,1.0
356,6990ad8f-0acd-44f1-86e5-adbb0bbfcab0_1,1.0
357,6a4726f8-f69e-423c-86be-f8d0c4975d4f_0,1.0
358,6ad6d999-71c0-409b-970e-03aee3078306_0,1.0
359,6ad6d999-71c0-409b-970e-03aee3078306_1,1.0
360,6ce9c771-2d64-4e26-9fe1-e0950221b59d_0,1.0
361,6ce9c771-2d64-4e26-9fe1-e0950221b59d_1,1.0
362,6d485342-6c82-4d58-8a54-d8777ceeca9b_0,1.0
363,6ea6af0c-0f77-46d6-a65b-8df3a925d231_0,1.0
364,6fbee7bd-2530-404b-80e2-bb2d1317d7c5_0,1.0
365,6fbee7bd-2530-404b-80e2-bb2d1317d7c5_1,1.0
366,706b1acc-0e61-499e-abb1-43de015eef46_0,1.0
367,706b1acc-0e61-499e-abb1-43de015eef46_1,1.0
368,70dbb19c-8c7a-45d4-9d2a-cd2272cc7ccb_0,1.0
369,70dbb19c-8c7a-45d4-9d2a-cd2272cc7ccb_1,1.0
370,70dbb19c-8c7a-45d4-9d2a-cd2272cc7ccb_2,1.0
371,70ea204c-0ac3-494c-a998-ac38df39b2ac_0,1.0
372,70ea204c-0ac3-494c-a998-ac38df39b2ac_1,1.0
373,71d4e0e2-99b1-49bc-990f-1f7b4b5de826_0,1.0
374,71d4e0e2-99b1-49bc-990f-1f7b4b5de826_1,1.0
375,71e56426-e99f-4c1a-b39a-55d7c687704c_0,1.0
376,71e56426-e99f-4c1a-b39a-55d7c687704c_1,1.0
377,71e56426-e99f-4c1a-b39a-55d7c687704c_2,1.0
378,71e56426-e99f-4c1a-b39a-55d7c687704c_3,1.0
379,7240dc44-c2c7-4a09-bb78-e4297d1462ba_0,1.0
380,7240dc44-c2c7-4a09-bb78-e4297d1462ba_1,1.0
381,7240dc44-c2c7-4a09-bb78-e4297d1462ba_2,1.0
382,72af1dd5-618e-47f2-a11f-f3a61d9b396f_0,1.0
383,72af1dd5-618e-47f2-a11f-f3a61d9b396f_1,1.0
384,72af1dd5-618e-47f2-a11f-f3a61d9b396f_2,1.0
385,72eb0edc-42e6-40b5-b788-39d8dae7f353_0,1.0
386,72eb0edc-42e6-40b5-b788-39d8dae7f353_1,1.0
387,731cbe07-5754-46cf-bb5c-873a670cd5d7_0,1.0
388,731cbe07-5754-46cf-bb5c-873a670cd5d7_1,1.0
389,73786652-bf01-4a78-8e04-7c44a77d5108_0,1.0
390,74e63c62-6e52-460e-8057-8552db1799c7_0,1.0
391,752cd126-1698-4d9d-9649-a1177196d769_0,1.0
392,752cd126-1698-4d9d-9649-a1177196d769_1,1.0
393,75967a7c-4027-434b-ba34-f97c2244a29f_0,1.0
394,75967a7c-4027-434b-ba34-f97c2244a29f_1,1.0
395,75be8a70-37fd-42ea-8daf-9ee78d1018a1_0,1.0
396,75be8a70-37fd-42ea-8daf-9ee78d1018a1_1,1.0
397,75be8a70-37fd-42ea-8daf-9ee78d1018a1_2,1.0
398,76095239-daab-4439-84fe-8f869f743eff_0,1.0
